User ID,name,Gender,Age,EstimatedSalary,Purchased
10131,Julie Mooney,Female,52,136034,0
10132,Edward Freeman,Female,38,120080,0
10133,Nicholas Olson,Female,27,21059,1
10134,Douglas Mayo,Female,49,124020,1
10135,Stephen Wilson,Male,21,46086,0
10136,Joshua Sanchez,Male,35,27201,1
10137,Lindsey Fernandez,Male,29,26552,1
10138,Michael Hernandez,Female,46,34540,0
10139,Stephen Acevedo,Male,44,60099,1
10140,Christopher Wilson,Male,31,108818,0
10141,Nancy Nolan,Male,25,94263,1
10142,Ernest Maldonado,Female,45,53034,0
10143,Michael Moore,Male,47,130766,0
10144,Jordan Moore,Female,26,117987,0
10145,Jennifer Riggs,Female,54,128756,0
10146,Diana Richards,Female,24,56483,-1
10147,Katherine Grant,Female,56,34246,0
10148,Diana Archer,Female,35,56338,-1
10149,Sharon Floyd,Female,23,32216,0
10150,Bruce Campbell,Male,49,120713,0
10151,Richard Andrews,Female,52,67759,0
10152,Susan Moore,Male,38,83337,0
10153,Shannon Wiley,Male,44,17381,-1
10154,Brad Smith,Female,25,62250,0
10155,Katie Rodriguez,Male,48,69074,0
10156,Jessica Bruce,Female,54,35825,-1
10157,Michael Obrien,Female,25,25396,0
10158,Kelly Garner,Female,51,21922,1
10159,Kristen Roberson,Male,26,137469,1
10160,Amanda Farmer,Male,29,22900,0
10161,Brian Harvey,Female,25,52192,1
10162,Aaron Neal,Female,24,138910,0
10163,Gina Maynard,Male,43,141709,0
10164,Michael Schmitt,Female,27,83878,1
10165,Jamie Estrada,Female,28,75472,0
10166,Jeremiah Pittman,Male,33,9420,0
10167,Autumn Scott,Male,38,115490,0
10168,Alexander Scott,Male,54,126903,0
10169,Timothy Jones,Female,40,88261,1
10170,Thomas Baldwin,Male,27,87911,0
10171,Kelly Crawford,Female,51,55426,0
10172,Alan Herrera,Female,36,82673,0
10173,Robin Ochoa,Male,36,37573,0
10174,Todd Stanley,Male,39,19113,0
10175,Mary Warren,Male,38,31193,0
10176,Bethany Wheeler,Male,36,79670,1
10177,Kari Lee,Male,29,136509,0
10178,Cindy Koch,Female,37,57822,0
10179,Maria Rogers,Male,26,18952,1
10180,Mrs. Cheryl Armstrong,Male,20,113287,1
10181,Diana Henderson,Male,39,54247,1
10182,Kenneth Hughes,Female,26,16971,1
10183,Sarah Yu,Female,57,147519,1
10184,Melissa Delgado,Male,24,56827,1
10185,Mary Gray,Male,38,16859,1
10186,Curtis Middleton,Male,23,72436,-1
10187,Robert Ward,Male,50,33274,1
10188,Jessica Rhodes,Female,29,56544,1
10189,William Mason,Male,44,23044,0
10190,Tonya Carlson,Male,33,34793,1
10191,Melanie Jackson,Female,42,38713,1
10192,Kristen Carpenter,Female,37,46603,-1
10193,Cynthia Levine,Female,49,121357,1
10194,Sheena Thompson,Female,26,86700,0
10195,Vanessa Mccarthy,Female,29,101423,-1
10196,Jessica Hawkins,Female,20,58062,0
10197,Kenneth Golden,Female,53,8897,1
10198,Julie Tyler,Male,46,149005,0
10199,Albert Moore,Female,48,115422,0
10200,Toni Skinner DVM,Female,52,110824,1
10201,Holly Montgomery,Male,44,97367,0
10202,Daniel Mccann,Male,39,53922,1
10203,Victor Nelson,Male,25,62049,0
10204,William Carter,Male,52,87634,1
10205,Brett Lopez,Male,55,29031,0
10206,Brandon Green,Female,46,60013,-1
10207,Stephanie Edwards,Male,27,106577,1
10208,Diana Fuentes,Male,47,73116,0
10209,Travis Greer,Male,55,123374,1
10210,Sharon Sims,Male,21,127658,1
10211,David Russell,Male,48,147757,1
10212,James Ramirez,Female,23,142215,0
10213,Kelly Garrett,Male,40,37631,1
10214,Dawn Wiggins,Male,30,82397,0
10215,Sandra Hoffman,Female,54,58191,1
10216,Jeffrey Small,Female,30,20141,1
10217,Christopher Ford,Female,23,87891,0
10218,Brittany Schroeder PhD,Female,33,93595,0
10219,Mr. Antonio Wood,Male,39,107299,-1
10220,Larry Miller,Female,54,15333,1
10221,Kathleen Flowers,Female,32,84285,0
10222,Chad Johnson,Female,22,138953,-1
10223,Karen Jackson,Male,30,69978,-1
10224,Lisa Jenkins,Female,53,87879,0
10225,Brian Mora,Female,40,90243,0
10226,Thomas Humphrey,Female,43,60958,1
10227,John Cruz,Female,42,68853,1
10228,Devon Hooper,Female,57,72470,0
10229,Amanda Collins,Female,53,136323,1
10230,Aaron Guerrero,Male,56,135637,0
10231,Cheryl Church,Male,39,16476,0
10232,Lindsay Bartlett,Male,39,104158,0
10233,Kelsey Thomas,Male,24,84004,0
10234,Ashley Kelly,Male,56,137040,1
10235,Jessica Williams,Male,47,111906,1
10236,Noah Knox,Male,30,124552,0
10237,Haley Cooper,Female,23,31640,1
10238,Amy Flores,Male,48,99823,1
10239,Amber Mathis,Male,35,117903,-1
10240,Brittney Silva,Female,59,97012,0
10241,Vanessa Mays,Male,44,146246,1
10242,Nathan Lopez,Female,34,73995,1
10243,Carla Sheppard,Female,59,122375,0
10244,Judith Martin,Female,56,129617,1
10245,William Jenkins,Female,43,134139,0
10246,Kristen Ward,Male,26,77185,0
10247,Amy Lee,Male,22,97748,-1
10248,Hannah Monroe,Female,47,16064,0
10249,Kristin Montoya,Male,58,31734,1
10250,Darlene Mcgee,Male,49,139049,1
10251,Scott Sutton,Female,59,72481,1
10252,Tracy Garcia,Male,41,92037,1
10253,Erin Herrera,Female,37,40378,0
10254,Kristy Pearson,Female,41,87631,1
10255,Caitlin Carter,Female,44,109710,1
10256,Michael Kim,Female,57,38868,1
10257,Sean Hale,Female,32,136786,1
10258,William Hoover,Female,51,127065,0
10259,Michelle Davis,Male,48,83815,1
10260,Dennis Warren,Female,57,24350,1
10261,Martha Rogers,Female,37,130266,0
10262,Sheri Brewer,Male,54,55571,1
10263,Jacob Scott,Male,44,24296,1
10264,Carla Ramos,Male,58,118871,1
10265,Bonnie Taylor,Female,22,70165,0
10266,David Ponce,Female,54,15389,1
10267,Jenna Figueroa,Male,34,70430,0
10268,Joshua Jenkins,Male,28,55885,1
10269,William Cunningham,Female,28,8201,1
10270,Eric Holmes,Female,50,65303,1
10271,Joe Roman,Female,29,63782,0
10272,William Burton,Male,29,86097,1
10273,Jeffery Wilson,Male,25,79812,0
10274,Trevor Turner,Male,57,63379,0
10275,Pamela Miller MD,Male,29,64054,-1
10276,Courtney Carney,Female,31,13490,0
10277,Robin Moore,Male,28,92076,1
10278,Jasmine Rose,Male,54,137818,1
10279,Matthew Howell,Female,56,101176,0
10280,John Brady,Female,37,62529,0
10281,Thomas Daniel,Female,36,133554,0
10282,Kevin Hall,Female,28,120065,0
10283,Todd Walter,Male,30,145511,0
10284,Albert Walker,Female,37,83888,-1
10285,William Best,Male,23,132776,-1
10286,Shawn Johnson,Female,25,24101,-1
10287,Steven Hamilton,Female,40,89372,1
10288,Roger Savage,Female,47,67607,0
10289,Thomas Curtis,Male,40,69337,0
10290,Mary Harrison,Female,45,19101,0
10291,Kayla Fischer,Male,44,41283,0
10292,Michele Harrison DDS,Male,33,48512,0
10293,Margaret Sutton,Female,26,129182,0
10294,Antonio Thompson,Female,58,44637,1
10295,Rachael Barnes,Male,58,113266,1
10296,Kyle Brown,Female,27,111346,1
10297,Bradley Hudson,Female,28,24026,0
10298,Julia Taylor,Female,47,44706,0
10299,Travis Tran,Male,29,79648,0
10300,Michael Jacobs,Male,59,125496,0
10301,Jason Arellano,Female,29,88957,1
10302,Samuel Delacruz,Male,25,96181,1
10303,Sandra Price,Male,22,106537,0
10304,Michael Clark,Male,27,11233,1
10305,Jennifer Allen,Female,37,78945,1
10306,Seth Mayo,Male,41,95136,0
10307,Terri Wilkins,Male,50,90049,0
10308,Julie Cook PhD,Female,50,27351,-1
10309,Laurie James,Female,26,111560,-1
10310,Rachel Malone,Female,50,50599,1
10311,William Frye,Male,56,105569,0
10312,Christopher Cooley,Female,41,81667,1
10313,Daniel Stanley,Male,58,121109,1
10314,Heather Boyle,Male,29,78219,0
10315,Catherine Stewart,Female,43,124138,0
10316,Cassie Rodriguez,Male,47,56442,0
10317,Dr. Brian Wise MD,Male,34,13770,0
10318,Susan Schmidt,Male,20,13723,0
10319,Richard Leblanc,Male,37,142222,1
10320,Jennifer Peters,Male,59,61967,0
10321,Rodney Ayers,Male,36,22652,0
10322,Gregory Kelly,Female,52,94063,0
10323,Juan Smith DDS,Male,26,73208,1
10324,Norman Donaldson,Male,57,17470,0
10325,Andrew Cooke,Female,29,80787,0
10326,Jeff Hernandez,Female,34,133342,1
10327,Lisa Allen,Female,27,79386,0
10328,William Peters,Female,23,55109,0
10329,David Gonzalez,Female,21,11416,0
10330,Jeremy Henderson,Female,59,26501,0
10331,Andrew Foley,Female,28,85504,0
10332,Sara Fowler,Female,41,46932,1
10333,Kendra Brown,Female,30,45801,1
10334,Virginia Vega,Male,49,99892,0
10335,Daniel Richardson,Female,51,120870,1
10336,Charles Kelly,Female,53,65373,1
10337,Jeff Richard,Male,23,37408,1
10338,Nancy Johnson,Female,28,125965,0
10339,Robert Hernandez,Male,26,146640,0
10340,Miss Nicole Garcia,Female,23,119580,-1
10341,Frank Lane,Female,35,14498,1
10342,Jeffrey Woodward,Male,34,60822,0
10343,Hannah Luna,Male,59,82732,-1
10344,Lisa Anderson,Female,20,125725,0
10345,Miguel Cain,Male,55,97355,0
10346,Brittany Brown,Male,29,28899,0
10347,Kevin Shaw,Male,41,23168,0
10348,Andrea White,Male,43,78417,1
10349,Lisa Johnson,Male,58,56816,0
10350,Patricia Kelly,Female,48,136743,0
10351,Amy Booker,Female,45,50569,1
10352,Donald Robles,Female,28,108237,0
10353,Carol Flores,Male,38,46956,1
10354,Keith Bates,Female,38,132475,0
10355,Daniel Torres,Female,33,110085,0
10356,Kathleen Olsen,Female,23,112410,0
10357,Timothy Austin,Female,50,21221,0
10358,Rickey Daniels,Male,42,103516,0
10359,Thomas Ochoa,Female,37,23961,0
10360,Emily Mercer,Male,39,60565,0
10361,Catherine Mcmillan,Male,58,73091,0
10362,Nicole Mclaughlin,Male,56,92960,1
10363,Misty Fernandez,Female,53,29082,0
10364,Dana Brown,Female,30,33052,0
10365,Melissa Matthews,Female,54,29422,1
10366,Mrs. Christine Valentine,Male,50,128102,1
10367,Amy Delacruz,Female,30,85907,0
10368,Theresa Mcclain,Female,28,126743,-1
10369,Daniel Miller,Male,30,94650,0
10370,Carlos Reese,Female,59,106147,0
10371,Kyle Mills,Male,41,109901,1
10372,Rhonda Hicks,Female,22,60033,0
10373,Jaime Hernandez,Female,38,28407,0
10374,Erica Murphy,Male,53,46164,0
10375,Margaret Brown,Female,51,116498,0
10376,Sean Nelson,Female,20,85942,0
10377,Janice Clark,Male,33,62606,1
10378,Dylan Stone,Male,37,109971,1
10379,Keith Glenn,Female,51,42611,0
10380,Jacqueline Hartman,Male,56,25895,0
10381,William Briggs,Male,30,59931,0
10382,Heather Ortega,Female,31,142800,1
10383,Joshua Mason,Female,41,8789,1
10384,Barbara Waller,Female,20,44233,1
10385,Beth Miller,Female,38,69341,1
10386,Heather Larson,Male,59,140553,1
10387,Joseph Collins,Male,56,29403,0
10388,Christopher Miller,Male,36,84199,1
10389,Jacqueline Galvan,Female,27,122866,1
10390,Zachary Chavez,Female,25,83419,0
10391,Angelica Ward,Female,43,94624,0
10392,Kimberly Aguilar,Female,41,95164,0
10393,Shelby Mitchell,Male,39,13957,0
10394,Julia Roy,Female,34,78435,0
10395,Ryan Ayala,Male,30,97624,0
10396,Kathy Harris,Male,25,96827,1
10397,Jacob Moore,Male,37,117307,0
10398,Stephanie Davis,Female,44,31022,1
10399,Seth Bell,Male,48,88127,1
10400,Alan Robertson,Female,57,70776,1
10401,Mark Moore,Male,52,83188,0
10402,Mr. Jacob Griffin,Female,42,58147,1
10403,Annette Baldwin,Female,31,135206,0
10404,Dale Frank,Female,40,39597,1
10405,Jennifer Murphy,Female,55,110463,0
10406,Michael Greene,Male,34,146391,0
10407,James Cook,Male,49,135100,1
10408,Mr. Nicholas Garza MD,Male,51,144915,1
10409,Dalton Tucker,Female,51,86623,0
10410,Joseph West,Male,46,23035,0
10411,Yvette Turner,Male,25,54664,1
10412,Kevin Martinez,Female,51,60495,0
10413,Christopher Wilson,Male,34,23212,0
10414,Carrie Holland,Female,58,48874,1
10415,Cynthia Cruz,Male,25,142544,1
10416,Juan Johnson,Female,57,90068,1
10417,Kathleen Jackson,Male,23,30834,1
10418,Krista Turner,Female,23,115735,1
10419,Deborah Butler,Female,28,86549,1
10420,Jessica Hale,Male,55,41478,0
10421,Teresa Lopez,Male,26,35781,-1
10422,Kyle Martin,Female,59,88669,1
10423,Jennifer Jordan,Female,41,103849,0
10424,Lori Wright,Female,22,139381,0
10425,Anthony Garcia,Male,40,80054,0
10426,Tiffany Young,Female,20,145060,1
10427,Edward Campbell,Female,52,36690,1
10428,Wendy Herrera,Male,43,93418,1
10429,Susan Walker,Female,36,52643,0
10430,Ernest Shaffer,Male,47,26710,0
10431,Kyle Ortiz,Male,42,25050,0
10432,Robert Brewer,Male,27,63019,-1
10433,Rodney Smith,Male,23,142461,0
10434,Andrew Marshall,Female,38,95646,1
10435,Ashley Hanson,Male,59,25993,0
10436,Jesse Mercado,Female,35,37759,0
10437,Michele Meyer,Male,22,26113,0
10438,Joel Mathis,Male,46,69125,-1
10439,Courtney Mcgrath,Male,26,141002,1
10440,Tommy Oneal,Male,27,143694,0
10441,Whitney Harrison,Female,27,45022,0
10442,David Brown,Female,50,117262,1
10443,George Fuentes,Female,44,97081,1
10444,Caitlin Conner,Male,28,95501,1
10445,John Mooney,Male,58,50064,1
10446,David Carney,Female,43,45296,1
10447,Christopher Moore,Male,45,115112,1
10448,Antonio Butler,Female,21,117291,0
10449,Justin Goodwin,Male,24,77488,0
10450,Rita Miller,Male,55,110980,0
10451,Jeffrey Perez,Female,38,16313,1
10452,Ian Mitchell,Female,52,79205,0
10453,Amber Carey,Female,28,74310,0
10454,Kathleen Leon,Female,55,37586,0
10455,Joel Richardson,Female,51,133923,0
10456,Steven Coffey,Male,56,66348,1
10457,Alexis Clark,Male,49,89036,0
10458,Kayla Perez,Male,42,87319,0
10459,Dr. Amanda Nguyen,Male,43,128497,0
10460,Ryan Huang,Male,31,133243,1
10461,Sara Lee,Male,44,39997,1
10462,Timothy Wallace,Female,55,70347,0
10463,Karen Wright,Male,45,135024,0
10464,Danielle Grant,Male,21,141088,0
10465,Sydney Marks,Male,23,61061,0
10466,James Tucker,Female,48,83410,1
10467,Kimberly Fitzpatrick,Female,22,61334,1
10468,Kyle Garza,Male,20,85325,1
10469,Kent Jefferson,Male,23,66216,0
10470,Harold Taylor,Female,36,122134,0
10471,Nicole Turner,Female,59,70544,0
10472,Alexander Graves,Male,53,135321,1
10473,Melanie Henderson,Female,42,64134,1
10474,Julie Johnson,Female,45,41472,1
10475,Vanessa Gray,Female,37,146694,0
10476,Gail Park,Female,39,30207,0
10477,John Hunt,Female,41,9177,0
10478,Dylan Franco,Female,36,149831,1
10479,Robert Johnson,Male,24,23998,1
10480,Arthur Conner,Male,45,131500,1
10481,Michael Hunt MD,Female,28,83725,1
10482,Priscilla Anderson,Male,48,55668,0
10483,Heather Hartman,Female,45,19246,0
10484,Jason Nguyen,Male,33,140003,0
10485,Melinda Moss,Male,21,88320,0
10486,Patrick Porter,Female,20,59187,1
10487,Robert Sanchez,Female,24,65741,1
10488,Kara Carrillo,Male,30,72111,0
10489,Lauren Hunter,Male,35,64064,1
10490,Timothy Mcpherson,Female,41,11333,1
10491,Brent Sosa,Male,22,98223,0
10492,Yvonne Bush,Female,36,127244,1
10493,Tyler Perkins,Male,28,129267,1
10494,Charles Olson,Male,50,107483,0
10495,Nicole Rivera DDS,Male,50,14879,1
10496,Kelli Barber,Male,51,117549,0
10497,Christina Browning,Female,46,126559,0
10498,Katherine White,Female,41,28284,0
10499,Brenda May,Female,39,44095,1
10500,Linda Jennings,Female,42,82026,0
10501,Anna Curtis,Male,55,54049,0
10502,Mary Wilson,Male,42,105476,1
10503,Beth Rivera,Male,58,107259,0
10504,Christopher Wilson,Female,36,40928,0
10505,Theresa Martinez,Male,58,137033,1
10506,Shannon Hunt,Female,24,33948,1
10507,Jason Gordon,Female,21,30703,1
10508,Robert Harris,Female,36,9325,1
10509,Tonya Wilson,Male,54,48506,0
10510,Charles White,Male,37,133799,0
10511,Michael Atkins,Male,59,129082,0
10512,Craig Gonzalez,Male,58,58856,1
10513,Christina Anderson,Male,30,22935,1
10514,Ricardo Best,Male,43,70269,0
10515,Andre Rowe,Female,36,50143,0
10516,Aaron Bailey,Female,57,41313,0
10517,Cynthia Campbell,Female,36,147655,0
10518,Erica Riddle,Female,33,81821,1
10519,Aaron Collins,Male,41,110396,0
10520,Heather Miller,Female,25,38268,1
10521,Kathryn Rogers,Male,21,123846,0
10522,Amy Mcbride,Male,57,149175,0
10523,Valerie Brooks,Male,36,68793,1
10524,Amber Fisher,Male,54,135334,1
10525,Logan Bowman,Female,23,10543,0
10526,Christopher Stewart,Male,40,62144,1
10527,Matthew Kennedy,Male,41,49877,1
10528,William Walker,Male,32,94420,0
10529,Cody Ochoa,Female,44,99010,-1
10530,Cynthia Moyer,Male,25,138496,1
10531,Monica Clark,Female,44,47385,0
10532,John Wood,Female,52,105134,0
10533,Christopher Anderson,Male,47,28111,0
10534,Scott Richardson,Male,46,109789,0
10535,James Malone,Female,30,127646,0
10536,Ralph Gilbert,Male,37,81278,1
10537,David Brooks,Female,43,115870,1
10538,Robert Johnson,Female,51,82720,0
10539,Sarah Maxwell,Male,21,117372,-1
10540,Lisa Ruiz,Male,55,143034,1
10541,Angela Becker,Male,24,15652,1
10542,Jason Thomas,Male,38,44128,0
10543,Chelsea Dunn,Male,38,93643,1
10544,Adam Villanueva,Male,26,49554,1
10545,Kimberly Mcguire,Male,31,140473,0
10546,Casey Brown,Female,59,141408,0
10547,Julia Flynn DVM,Male,20,92302,1
10548,Stefanie Moyer,Female,25,54989,1
10549,Shawna May,Male,25,11749,0
10550,Scott Mata,Female,50,127857,1
10551,Kristy Kaiser,Male,31,18681,1
10552,Jared Webb,Male,47,130368,1
10553,Emily Johnson,Male,29,43155,0
10554,Thomas Moran,Female,51,13174,1
10555,John Williams,Female,52,14156,0
10556,Charles Hicks,Male,55,41583,0
10557,Albert Martinez,Female,46,25181,1
10558,Megan Murray,Male,56,19511,1
10559,Rebecca Maxwell,Male,35,144828,0
10560,Thomas Myers,Female,21,10839,0
10561,Kirk Flores,Male,28,22053,0
10562,Christopher Macias,Male,33,37385,0
10563,Donna Gomez,Female,36,17669,-1
10564,Mary Lucas,Male,29,105649,0
10565,Sandra Ray,Female,24,34080,1
10566,Anna Sullivan,Female,27,63884,0
10567,Kimberly Flores,Male,45,23271,0
10568,Jennifer Hayes,Female,32,53314,0
10569,James Mendoza,Female,25,23345,0
10570,Christopher Hunter,Male,54,101213,0
10571,Joe English,Female,39,137738,0
10572,Gregory Johnson,Female,54,88497,0
10573,Amy Norris,Female,52,124290,0
10574,Alexis Sanders,Male,36,98060,1
10575,Cameron Douglas,Male,53,100403,0
10576,Justin Evans,Female,45,43022,0
10577,Mitchell Banks,Female,52,28506,1
10578,Angela Villa,Male,32,12439,1
10579,Brandi Russell,Female,23,29980,1
10580,Eugene Frye,Female,56,19727,0
10581,Andrea Jackson,Male,50,49010,-1
10582,Ronald Wheeler,Male,49,97383,1
10583,Danielle Pitts,Male,59,100089,1
10584,Nathan Moran,Female,38,23461,0
10585,Veronica Andrews,Female,44,110656,1
10586,Amanda Zavala,Male,35,105921,1
10587,Joshua Rodriguez,Male,48,136495,1
10588,Brian Trevino,Male,49,130545,1
10589,Cheryl Wilson,Female,47,133311,1
10590,Brandon Chaney,Male,39,39397,1
10591,Richard Smith,Male,43,64738,1
10592,Catherine Campbell,Male,55,106495,1
10593,Richard Solis,Female,40,31014,1
10594,Zachary Smith,Female,30,25407,1
10595,Jose Rhodes,Male,36,28583,0
10596,Mr. Matthew James,Female,47,93429,1
10597,Natalie Allen,Female,36,33508,1
10598,Michelle Davis,Female,44,84874,0
10599,Connie Simmons,Male,44,45372,0
10600,Amanda Hughes,Female,41,26569,0
10601,Mitchell Mcmahon,Male,44,46278,0
10602,Tyler Carr PhD,Female,53,56130,0
10603,Madison Curry,Male,30,88927,1
10604,Jason Mclaughlin,Female,27,95123,1
10605,Kimberly Li,Female,35,90965,0
10606,Christopher Rivera,Male,44,47340,1
10607,Patricia Davila,Female,57,72313,-1
10608,Kelsey Jones,Male,54,122595,1
10609,Michelle Patterson,Female,28,99821,1
10610,Heather Thomas,Male,59,38600,0
10611,Melissa Jackson,Female,21,45283,0
10612,Jacob Martin,Male,42,14046,0
10613,Richard Adams,Male,26,36303,0
10614,Richard Garcia,Female,33,13819,1
10615,Christine Allen,Female,55,43839,0
10616,Frank Gray,Female,54,72133,1
10617,John Mckenzie,Male,23,90406,1
10618,Donald Phillips,Female,50,147395,0
10619,Jenny Sanchez,Male,33,60198,0
10620,Lisa Stewart,Female,24,65199,0
10621,Bruce Townsend,Female,37,83672,0
10622,Sandra Williams,Female,58,14724,0
10623,Shawn Newton,Male,23,19777,1
10624,Ronald Martin,Male,51,68504,1
10625,Mrs. Joanna Raymond,Male,22,69030,0
10626,Denise Trevino,Male,34,31943,0
10627,Alison Dunn,Female,28,94381,1
10628,Kimberly Adams,Female,39,115505,1
10629,Lori Espinoza,Female,51,141438,1
10630,Theresa Mcgee,Male,53,141495,1
10631,Russell Oconnell,Male,38,100316,1
10632,Andrea Johnson,Male,28,65894,0
10633,Nicholas Bernard,Male,39,14150,1
10634,George Levine,Female,30,105283,1
10635,Dominique Ramirez,Female,26,31211,1
10636,Janet Gallegos,Female,33,143301,1
10637,Brandon Hawkins,Male,55,75813,0
10638,Tonya Thompson,Female,42,91376,1
10639,Katie Williams,Female,45,62108,-1
10640,Anthony Griffin,Female,37,100092,1
10641,Olivia Obrien,Female,28,91839,0
10642,Jamie Navarro,Female,47,32529,1
10643,Dominic Austin,Male,51,141795,0
10644,Alan Kramer,Female,50,92030,1
10645,Benjamin George,Female,30,54445,1
10646,Richard Stokes,Male,58,136461,0
10647,Robert Cardenas,Male,57,9170,1
